,날짜,전국,서울,부산,대구,인천,광주,대전,울산,경기,강원,충북,충남,전북,전남,세종,경북,경남,제주
452,05-18,0.3,0.4,0.3,0.4,0.4,0.4,0.3,0.5,0.3,0.3,0.3,0.3,0.3,0.3,0.4,0.3,0.4,0.2
453,05-17,0.3,0.4,0.3,0.4,0.4,0.4,0.3,0.5,0.3,0.3,0.3,0.3,0.3,0.4,0.3,0.4,0.4,0.3
454,05-16,0.4,0.5,0.4,0.5,0.5,0.4,0.3,0.6,0.4,0.4,0.4,0.4,0.3,0.4,0.4,0.4,0.5,0.3
455,05-22,0.3,0.4,0.3,0.3,0.4,0.4,0.3,0.4,0.3,0.3,0.3,0.4,0.3,0.3,0.4,0.3,0.3,0.2
456,05-21,0.3,0.3,0.3,0.3,0.4,0.3,0.3,0.5,0.3,0.3,0.3,0.3,0.3,0.3,0.4,0.3,0.4,0.2
457,05-20,0.3,0.3,0.3,0.3,0.4,0.3,0.3,0.4,0.3,0.3,0.3,0.3,0.3,0.4,0.4,0.3,0.3,0.2
458,05-19,0.3,0.3,0.3,0.2,0.4,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.4,0.3,0.3,0.2
459,05-18,0.3,0.4,0.3,0.4,0.4,0.4,0.3,0.5,0.3,0.3,0.3,0.3,0.3,0.3,0.4,0.3,0.4,0.2
460,05-17,0.3,0.4,0.3,0.4,0.4,0.4,0.3,0.5,0.3,0.3,0.3,0.3,0.3,0.4,0.3,0.4,0.4,0.3
461,05-16,0.4,0.5,0.4,0.5,0.5,0.4,0.3,0.6,0.4,0.4,0.4,0.4,0.3,0.4,0.4,0.4,0.5,0.3
462,05-22,0.3,0.4,0.3,0.3,0.4,0.4,0.3,0.4,0.3,0.3,0.3,0.4,0.3,0.3,0.4,0.3,0.3,0.2
463,05-21,0.3,0.3,0.3,0.3,0.4,0.3,0.3,0.5,0.3,0.3,0.3,0.3,0.3,0.3,0.4,0.3,0.4,0.2
464,05-20,0.3,0.3,0.3,0.3,0.4,0.3,0.3,0.4,0.3,0.3,0.3,0.3,0.3,0.4,0.4,0.3,0.3,0.2
465,05-19,0.3,0.3,0.3,0.2,0.4,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.4,0.3,0.3,0.2
466,05-18,0.3,0.4,0.3,0.4,0.4,0.4,0.3,0.5,0.3,0.3,0.3,0.3,0.3,0.3,0.4,0.3,0.4,0.2
467,05-17,0.3,0.4,0.3,0.4,0.4,0.4,0.3,0.5,0.3,0.3,0.3,0.3,0.3,0.4,0.3,0.4,0.4,0.3
468,05-16,0.4,0.5,0.4,0.5,0.5,0.4,0.3,0.6,0.4,0.4,0.4,0.4,0.3,0.4,0.4,0.4,0.5,0.3
469,05-22,0.3,0.4,0.3,0.3,0.4,0.4,0.3,0.4,0.3,0.3,0.3,0.4,0.3,0.3,0.4,0.3,0.3,0.2
470,05-21,0.3,0.3,0.3,0.3,0.4,0.3,0.3,0.5,0.3,0.3,0.3,0.3,0.3,0.3,0.4,0.3,0.4,0.2
471,05-20,0.3,0.3,0.3,0.3,0.4,0.3,0.3,0.4,0.3,0.3,0.3,0.3,0.3,0.4,0.4,0.3,0.3,0.2
472,05-19,0.3,0.3,0.3,0.2,0.4,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.4,0.3,0.3,0.2
473,05-18,0.3,0.4,0.3,0.4,0.4,0.4,0.3,0.5,0.3,0.3,0.3,0.3,0.3,0.3,0.4,0.3,0.4,0.2
474,05-17,0.3,0.4,0.3,0.4,0.4,0.4,0.3,0.5,0.3,0.3,0.3,0.3,0.3,0.4,0.3,0.4,0.4,0.3
475,05-16,0.4,0.5,0.4,0.5,0.5,0.4,0.3,0.6,0.4,0.4,0.4,0.4,0.3,0.4,0.4,0.4,0.5,0.3
476,05-22,0.3,0.4,0.3,0.3,0.4,0.4,0.3,0.4,0.3,0.3,0.3,0.4,0.3,0.3,0.4,0.3,0.3,0.2
477,05-21,0.3,0.3,0.3,0.3,0.4,0.3,0.3,0.5,0.3,0.3,0.3,0.3,0.3,0.3,0.4,0.3,0.4,0.2
478,05-20,0.3,0.3,0.3,0.3,0.4,0.3,0.3,0.4,0.3,0.3,0.3,0.3,0.3,0.4,0.4,0.3,0.3,0.2
479,05-19,0.3,0.3,0.3,0.2,0.4,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.4,0.3,0.3,0.2
480,05-18,0.3,0.4,0.3,0.4,0.4,0.4,0.3,0.5,0.3,0.3,0.3,0.3,0.3,0.3,0.4,0.3,0.4,0.2
481,05-17,0.3,0.4,0.3,0.4,0.4,0.4,0.3,0.5,0.3,0.3,0.3,0.3,0.3,0.4,0.3,0.4,0.4,0.3
482,05-16,0.4,0.5,0.4,0.5,0.5,0.4,0.3,0.6,0.4,0.4,0.4,0.4,0.3,0.4,0.4,0.4,0.5,0.3
483,05-22,0.3,0.4,0.3,0.3,0.4,0.4,0.3,0.4,0.3,0.3,0.3,0.4,0.3,0.3,0.4,0.3,0.3,0.2
484,05-21,0.3,0.3,0.3,0.3,0.4,0.3,0.3,0.5,0.3,0.3,0.3,0.3,0.3,0.3,0.4,0.3,0.4,0.2
485,05-20,0.3,0.3,0.3,0.3,0.4,0.3,0.3,0.4,0.3,0.3,0.3,0.3,0.3,0.4,0.4,0.3,0.3,0.2
486,05-19,0.3,0.3,0.3,0.2,0.4,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.4,0.3,0.3,0.2
487,05-18,0.3,0.4,0.3,0.4,0.4,0.4,0.3,0.5,0.3,0.3,0.3,0.3,0.3,0.3,0.4,0.3,0.4,0.2
488,05-17,0.3,0.4,0.3,0.4,0.4,0.4,0.3,0.5,0.3,0.3,0.3,0.3,0.3,0.4,0.3,0.4,0.4,0.3
489,05-16,0.4,0.5,0.4,0.5,0.5,0.4,0.3,0.6,0.4,0.4,0.4,0.4,0.3,0.4,0.4,0.4,0.5,0.3
490,05-22,0.3,0.4,0.3,0.3,0.4,0.4,0.3,0.4,0.3,0.3,0.3,0.4,0.3,0.3,0.4,0.3,0.3,0.2
491,05-21,0.3,0.3,0.3,0.3,0.4,0.3,0.3,0.5,0.3,0.3,0.3,0.3,0.3,0.3,0.4,0.3,0.4,0.2
492,05-20,0.3,0.3,0.3,0.3,0.4,0.3,0.3,0.4,0.3,0.3,0.3,0.3,0.3,0.4,0.4,0.3,0.3,0.2
493,05-19,0.3,0.3,0.3,0.2,0.4,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.4,0.3,0.3,0.2
494,05-18,0.3,0.4,0.3,0.4,0.4,0.4,0.3,0.5,0.3,0.3,0.3,0.3,0.3,0.3,0.4,0.3,0.4,0.2
495,05-17,0.3,0.4,0.3,0.4,0.4,0.4,0.3,0.5,0.3,0.3,0.3,0.3,0.3,0.4,0.3,0.4,0.4,0.3
496,05-16,0.4,0.5,0.4,0.5,0.5,0.4,0.3,0.6,0.4,0.4,0.4,0.4,0.3,0.4,0.4,0.4,0.5,0.3
497,05-22,0.3,0.4,0.3,0.3,0.4,0.4,0.3,0.4,0.3,0.3,0.3,0.4,0.3,0.3,0.4,0.3,0.3,0.2
498,05-21,0.3,0.3,0.3,0.3,0.4,0.3,0.3,0.5,0.3,0.3,0.3,0.3,0.3,0.3,0.4,0.3,0.4,0.2
499,05-20,0.3,0.3,0.3,0.3,0.4,0.3,0.3,0.4,0.3,0.3,0.3,0.3,0.3,0.4,0.4,0.3,0.3,0.2
500,05-19,0.3,0.3,0.3,0.2,0.4,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.4,0.3,0.3,0.2
501,05-18,0.3,0.4,0.3,0.4,0.4,0.4,0.3,0.5,0.3,0.3,0.3,0.3,0.3,0.3,0.4,0.3,0.4,0.2
502,05-17,0.3,0.4,0.3,0.4,0.4,0.4,0.3,0.5,0.3,0.3,0.3,0.3,0.3,0.4,0.3,0.4,0.4,0.3
503,05-16,0.4,0.5,0.4,0.5,0.5,0.4,0.3,0.6,0.4,0.4,0.4,0.4,0.3,0.4,0.4,0.4,0.5,0.3
504,05-22,0.3,0.4,0.3,0.3,0.4,0.4,0.3,0.4,0.3,0.3,0.3,0.4,0.3,0.3,0.4,0.3,0.3,0.2
505,05-21,0.3,0.3,0.3,0.3,0.4,0.3,0.3,0.5,0.3,0.3,0.3,0.3,0.3,0.3,0.4,0.3,0.4,0.2
506,05-20,0.3,0.3,0.3,0.3,0.4,0.3,0.3,0.4,0.3,0.3,0.3,0.3,0.3,0.4,0.4,0.3,0.3,0.2
507,05-19,0.3,0.3,0.3,0.2,0.4,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.4,0.3,0.3,0.2
508,05-18,0.3,0.4,0.3,0.4,0.4,0.4,0.3,0.5,0.3,0.3,0.3,0.3,0.3,0.3,0.4,0.3,0.4,0.2
509,05-17,0.3,0.4,0.3,0.4,0.4,0.4,0.3,0.5,0.3,0.3,0.3,0.3,0.3,0.4,0.3,0.4,0.4,0.3
510,05-16,0.4,0.5,0.4,0.5,0.5,0.4,0.3,0.6,0.4,0.4,0.4,0.4,0.3,0.4,0.4,0.4,0.5,0.3
511,05-22,0.3,0.4,0.3,0.3,0.4,0.4,0.3,0.4,0.3,0.3,0.3,0.4,0.3,0.3,0.4,0.3,0.3,0.2
512,05-21,0.3,0.3,0.3,0.3,0.4,0.3,0.3,0.5,0.3,0.3,0.3,0.3,0.3,0.3,0.4,0.3,0.4,0.2
513,05-20,0.3,0.3,0.3,0.3,0.4,0.3,0.3,0.4,0.3,0.3,0.3,0.3,0.3,0.4,0.4,0.3,0.3,0.2
514,05-19,0.3,0.3,0.3,0.2,0.4,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.4,0.3,0.3,0.2
515,05-18,0.3,0.4,0.3,0.4,0.4,0.4,0.3,0.5,0.3,0.3,0.3,0.3,0.3,0.3,0.4,0.3,0.4,0.2
516,05-17,0.3,0.4,0.3,0.4,0.4,0.4,0.3,0.5,0.3,0.3,0.3,0.3,0.3,0.4,0.3,0.4,0.4,0.3
517,05-16,0.4,0.5,0.4,0.5,0.5,0.4,0.3,0.6,0.4,0.4,0.4,0.4,0.3,0.4,0.4,0.4,0.5,0.3
518,05-22,0.3,0.4,0.3,0.3,0.4,0.4,0.3,0.4,0.3,0.3,0.3,0.4,0.3,0.3,0.4,0.3,0.3,0.2
519,05-21,0.3,0.3,0.3,0.3,0.4,0.3,0.3,0.5,0.3,0.3,0.3,0.3,0.3,0.3,0.4,0.3,0.4,0.2
520,05-20,0.3,0.3,0.3,0.3,0.4,0.3,0.3,0.4,0.3,0.3,0.3,0.3,0.3,0.4,0.4,0.3,0.3,0.2
521,05-19,0.3,0.3,0.3,0.2,0.4,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.4,0.3,0.3,0.2
522,05-18,0.3,0.4,0.3,0.4,0.4,0.4,0.3,0.5,0.3,0.3,0.3,0.3,0.3,0.3,0.4,0.3,0.4,0.2
523,05-17,0.3,0.4,0.3,0.4,0.4,0.4,0.3,0.5,0.3,0.3,0.3,0.3,0.3,0.4,0.3,0.4,0.4,0.3
524,05-16,0.4,0.5,0.4,0.5,0.5,0.4,0.3,0.6,0.4,0.4,0.4,0.4,0.3,0.4,0.4,0.4,0.5,0.3
525,05-22,0.002,0.003,0.003,0.002,0.003,0.002,0.002,0.003,0.002,0.002,0.002,0.003,0.002,0.003,0.002,0.002,0.002,0.002
526,05-21,0.002,0.003,0.003,0.002,0.003,0.002,0.002,0.004,0.002,0.002,0.002,0.002,0.002,0.003,0.002,0.002,0.003,0.002
527,05-20,0.002,0.003,0.002,0.001,0.003,0.002,0.002,0.003,0.002,0.002,0.002,0.003,0.002,0.003,0.002,0.003,0.003,0.002
528,05-19,0.002,0.002,0.002,0.001,0.003,0.002,0.002,0.003,0.002,0.002,0.002,0.003,0.002,0.002,0.002,0.002,0.002,0.002
529,05-18,0.002,0.003,0.002,0.002,0.003,0.002,0.002,0.004,0.002,0.002,0.002,0.003,0.002,0.002,0.002,0.002,0.002,0.002
530,05-17,0.002,0.003,0.002,0.003,0.003,0.002,0.002,0.004,0.002,0.002,0.002,0.003,0.002,0.002,0.002,0.003,0.003,0.002
531,05-16,0.003,0.003,0.003,0.003,0.004,0.003,0.002,0.005,0.003,0.002,0.002,0.003,0.002,0.003,0.003,0.003,0.003,0.002
532,05-22,0.002,0.003,0.003,0.002,0.003,0.002,0.002,0.003,0.002,0.002,0.002,0.003,0.002,0.003,0.002,0.002,0.002,0.002
533,05-21,0.002,0.003,0.003,0.002,0.003,0.002,0.002,0.004,0.002,0.002,0.002,0.002,0.002,0.003,0.002,0.002,0.003,0.002
534,05-20,0.002,0.003,0.002,0.001,0.003,0.002,0.002,0.003,0.002,0.002,0.002,0.003,0.002,0.003,0.002,0.003,0.003,0.002
535,05-19,0.002,0.002,0.002,0.001,0.003,0.002,0.002,0.003,0.002,0.002,0.002,0.003,0.002,0.002,0.002,0.002,0.002,0.002
536,05-18,0.002,0.003,0.002,0.002,0.003,0.002,0.002,0.004,0.002,0.002,0.002,0.003,0.002,0.002,0.002,0.002,0.002,0.002
537,05-17,0.002,0.003,0.002,0.003,0.003,0.002,0.002,0.004,0.002,0.002,0.002,0.003,0.002,0.002,0.002,0.003,0.003,0.002
538,05-16,0.003,0.003,0.003,0.003,0.004,0.003,0.002,0.005,0.003,0.002,0.002,0.003,0.002,0.003,0.003,0.003,0.003,0.002
539,05-22,0.002,0.003,0.003,0.002,0.003,0.002,0.002,0.003,0.002,0.002,0.002,0.003,0.002,0.003,0.002,0.002,0.002,0.002
540,05-21,0.002,0.003,0.003,0.002,0.003,0.002,0.002,0.004,0.002,0.002,0.002,0.002,0.002,0.003,0.002,0.002,0.003,0.002
541,05-20,0.002,0.003,0.002,0.001,0.003,0.002,0.002,0.003,0.002,0.002,0.002,0.003,0.002,0.003,0.002,0.003,0.003,0.002
542,05-19,0.002,0.002,0.002,0.001,0.003,0.002,0.002,0.003,0.002,0.002,0.002,0.003,0.002,0.002,0.002,0.002,0.002,0.002
543,05-18,0.002,0.003,0.002,0.002,0.003,0.002,0.002,0.004,0.002,0.002,0.002,0.003,0.002,0.002,0.002,0.002,0.002,0.002
544,05-17,0.002,0.003,0.002,0.003,0.003,0.002,0.002,0.004,0.002,0.002,0.002,0.003,0.002,0.002,0.002,0.003,0.003,0.002
545,05-16,0.003,0.003,0.003,0.003,0.004,0.003,0.002,0.005,0.003,0.002,0.002,0.003,0.002,0.003,0.003,0.003,0.003,0.002
546,05-22,0.002,0.003,0.003,0.002,0.003,0.002,0.002,0.003,0.002,0.002,0.002,0.003,0.002,0.003,0.002,0.002,0.002,0.002
547,05-21,0.002,0.003,0.003,0.002,0.003,0.002,0.002,0.004,0.002,0.002,0.002,0.002,0.002,0.003,0.002,0.002,0.003,0.002
548,05-20,0.002,0.003,0.002,0.001,0.003,0.002,0.002,0.003,0.002,0.002,0.002,0.003,0.002,0.003,0.002,0.003,0.003,0.002
549,05-19,0.002,0.002,0.002,0.001,0.003,0.002,0.002,0.003,0.002,0.002,0.002,0.003,0.002,0.002,0.002,0.002,0.002,0.002
550,05-18,0.002,0.003,0.002,0.002,0.003,0.002,0.002,0.004,0.002,0.002,0.002,0.003,0.002,0.002,0.002,0.002,0.002,0.002
551,05-17,0.002,0.003,0.002,0.003,0.003,0.002,0.002,0.004,0.002,0.002,0.002,0.003,0.002,0.002,0.002,0.003,0.003,0.002
552,05-16,0.003,0.003,0.003,0.003,0.004,0.003,0.002,0.005,0.003,0.002,0.002,0.003,0.002,0.003,0.003,0.003,0.003,0.002
553,05-22,0.002,0.003,0.003,0.002,0.003,0.002,0.002,0.003,0.002,0.002,0.002,0.003,0.002,0.003,0.002,0.002,0.002,0.002
554,05-21,0.002,0.003,0.003,0.002,0.003,0.002,0.002,0.004,0.002,0.002,0.002,0.002,0.002,0.003,0.002,0.002,0.003,0.002
555,05-20,0.002,0.003,0.002,0.001,0.003,0.002,0.002,0.003,0.002,0.002,0.002,0.003,0.002,0.003,0.002,0.003,0.003,0.002
556,05-19,0.002,0.002,0.002,0.001,0.003,0.002,0.002,0.003,0.002,0.002,0.002,0.003,0.002,0.002,0.002,0.002,0.002,0.002
557,05-18,0.002,0.003,0.002,0.002,0.003,0.002,0.002,0.004,0.002,0.002,0.002,0.003,0.002,0.002,0.002,0.002,0.002,0.002
558,05-17,0.002,0.003,0.002,0.003,0.003,0.002,0.002,0.004,0.002,0.002,0.002,0.003,0.002,0.002,0.002,0.003,0.003,0.002
559,05-16,0.003,0.003,0.003,0.003,0.004,0.003,0.002,0.005,0.003,0.002,0.002,0.003,0.002,0.003,0.003,0.003,0.003,0.002
560,05-22,0.002,0.003,0.003,0.002,0.003,0.002,0.002,0.003,0.002,0.002,0.002,0.003,0.002,0.003,0.002,0.002,0.002,0.002
561,05-21,0.002,0.003,0.003,0.002,0.003,0.002,0.002,0.004,0.002,0.002,0.002,0.002,0.002,0.003,0.002,0.002,0.003,0.002
562,05-20,0.002,0.003,0.002,0.001,0.003,0.002,0.002,0.003,0.002,0.002,0.002,0.003,0.002,0.003,0.002,0.003,0.003,0.002
563,05-19,0.002,0.002,0.002,0.001,0.003,0.002,0.002,0.003,0.002,0.002,0.002,0.003,0.002,0.002,0.002,0.002,0.002,0.002
564,05-18,0.002,0.003,0.002,0.002,0.003,0.002,0.002,0.004,0.002,0.002,0.002,0.003,0.002,0.002,0.002,0.002,0.002,0.002
565,05-17,0.002,0.003,0.002,0.003,0.003,0.002,0.002,0.004,0.002,0.002,0.002,0.003,0.002,0.002,0.002,0.003,0.003,0.002
566,05-16,0.003,0.003,0.003,0.003,0.004,0.003,0.002,0.005,0.003,0.002,0.002,0.003,0.002,0.003,0.003,0.003,0.003,0.002
567,05-22,0.002,0.003,0.003,0.002,0.003,0.002,0.002,0.003,0.002,0.002,0.002,0.003,0.002,0.003,0.002,0.002,0.002,0.002
568,05-21,0.002,0.003,0.003,0.002,0.003,0.002,0.002,0.004,0.002,0.002,0.002,0.002,0.002,0.003,0.002,0.002,0.003,0.002
569,05-20,0.002,0.003,0.002,0.001,0.003,0.002,0.002,0.003,0.002,0.002,0.002,0.003,0.002,0.003,0.002,0.003,0.003,0.002
570,05-19,0.002,0.002,0.002,0.001,0.003,0.002,0.002,0.003,0.002,0.002,0.002,0.003,0.002,0.002,0.002,0.002,0.002,0.002
571,05-18,0.002,0.003,0.002,0.002,0.003,0.002,0.002,0.004,0.002,0.002,0.002,0.003,0.002,0.002,0.002,0.002,0.002,0.002
572,05-17,0.002,0.003,0.002,0.003,0.003,0.002,0.002,0.004,0.002,0.002,0.002,0.003,0.002,0.002,0.002,0.003,0.003,0.002
573,05-16,0.003,0.003,0.003,0.003,0.004,0.003,0.002,0.005,0.003,0.002,0.002,0.003,0.002,0.003,0.003,0.003,0.003,0.002
574,05-22,0.002,0.003,0.003,0.002,0.003,0.002,0.002,0.003,0.002,0.002,0.002,0.003,0.002,0.003,0.002,0.002,0.002,0.002
575,05-21,0.002,0.003,0.003,0.002,0.003,0.002,0.002,0.004,0.002,0.002,0.002,0.002,0.002,0.003,0.002,0.002,0.003,0.002
576,05-20,0.002,0.003,0.002,0.001,0.003,0.002,0.002,0.003,0.002,0.002,0.002,0.003,0.002,0.003,0.002,0.003,0.003,0.002
577,05-19,0.002,0.002,0.002,0.001,0.003,0.002,0.002,0.003,0.002,0.002,0.002,0.003,0.002,0.002,0.002,0.002,0.002,0.002
578,05-18,0.002,0.003,0.002,0.002,0.003,0.002,0.002,0.004,0.002,0.002,0.002,0.003,0.002,0.002,0.002,0.002,0.002,0.002
579,05-17,0.002,0.003,0.002,0.003,0.003,0.002,0.002,0.004,0.002,0.002,0.002,0.003,0.002,0.002,0.002,0.003,0.003,0.002
580,05-16,0.003,0.003,0.003,0.003,0.004,0.003,0.002,0.005,0.003,0.002,0.002,0.003,0.002,0.003,0.003,0.003,0.003,0.002
581,05-22,0.002,0.003,0.003,0.002,0.003,0.002,0.002,0.003,0.002,0.002,0.002,0.003,0.002,0.003,0.002,0.002,0.002,0.002
582,05-21,0.002,0.003,0.003,0.002,0.003,0.002,0.002,0.004,0.002,0.002,0.002,0.002,0.002,0.003,0.002,0.002,0.003,0.002
583,05-20,0.002,0.003,0.002,0.001,0.003,0.002,0.002,0.003,0.002,0.002,0.002,0.003,0.002,0.003,0.002,0.003,0.003,0.002
584,05-19,0.002,0.002,0.002,0.001,0.003,0.002,0.002,0.003,0.002,0.002,0.002,0.003,0.002,0.002,0.002,0.002,0.002,0.002
585,05-18,0.002,0.003,0.002,0.002,0.003,0.002,0.002,0.004,0.002,0.002,0.002,0.003,0.002,0.002,0.002,0.002,0.002,0.002
586,05-17,0.002,0.003,0.002,0.003,0.003,0.002,0.002,0.004,0.002,0.002,0.002,0.003,0.002,0.002,0.002,0.003,0.003,0.002
587,05-16,0.003,0.003,0.003,0.003,0.004,0.003,0.002,0.005,0.003,0.002,0.002,0.003,0.002,0.003,0.003,0.003,0.003,0.002
588,05-22,0.002,0.003,0.003,0.002,0.003,0.002,0.002,0.003,0.002,0.002,0.002,0.003,0.002,0.003,0.002,0.002,0.002,0.002
589,05-21,0.002,0.003,0.003,0.002,0.003,0.002,0.002,0.004,0.002,0.002,0.002,0.002,0.002,0.003,0.002,0.002,0.003,0.002
590,05-20,0.002,0.003,0.002,0.001,0.003,0.002,0.002,0.003,0.002,0.002,0.002,0.003,0.002,0.003,0.002,0.003,0.003,0.002
591,05-19,0.002,0.002,0.002,0.001,0.003,0.002,0.002,0.003,0.002,0.002,0.002,0.003,0.002,0.002,0.002,0.002,0.002,0.002
592,05-18,0.002,0.003,0.002,0.002,0.003,0.002,0.002,0.004,0.002,0.002,0.002,0.003,0.002,0.002,0.002,0.002,0.002,0.002
593,05-17,0.002,0.003,0.002,0.003,0.003,0.002,0.002,0.004,0.002,0.002,0.002,0.003,0.002,0.002,0.002,0.003,0.003,0.002
594,05-16,0.003,0.003,0.003,0.003,0.004,0.003,0.002,0.005,0.003,0.002,0.002,0.003,0.002,0.003,0.003,0.003,0.003,0.002
595,05-22,0.002,0.003,0.003,0.002,0.003,0.002,0.002,0.003,0.002,0.002,0.002,0.003,0.002,0.003,0.002,0.002,0.002,0.002
596,05-21,0.002,0.003,0.003,0.002,0.003,0.002,0.002,0.004,0.002,0.002,0.002,0.002,0.002,0.003,0.002,0.002,0.003,0.002
597,05-20,0.002,0.003,0.002,0.001,0.003,0.002,0.002,0.003,0.002,0.002,0.002,0.003,0.002,0.003,0.002,0.003,0.003,0.002
598,05-19,0.002,0.002,0.002,0.001,0.003,0.002,0.002,0.003,0.002,0.002,0.002,0.003,0.002,0.002,0.002,0.002,0.002,0.002
599,05-18,0.002,0.003,0.002,0.002,0.003,0.002,0.002,0.004,0.002,0.002,0.002,0.003,0.002,0.002,0.002,0.002,0.002,0.002
600,05-17,0.002,0.003,0.002,0.003,0.003,0.002,0.002,0.004,0.002,0.002,0.002,0.003,0.002,0.002,0.002,0.003,0.003,0.002
601,05-16,0.003,0.003,0.003,0.003,0.004,0.003,0.002,0.005,0.003,0.002,0.002,0.003,0.002,0.003,0.003,0.003,0.003,0.002
602,05-22,0.002,0.003,0.003,0.002,0.003,0.002,0.002,0.003,0.002,0.002,0.002,0.003,0.002,0.003,0.002,0.002,0.002,0.002
603,05-21,0.002,0.003,0.003,0.002,0.003,0.002,0.002,0.004,0.002,0.002,0.002,0.002,0.002,0.003,0.002,0.002,0.003,0.002
604,05-20,0.002,0.003,0.002,0.001,0.003,0.002,0.002,0.003,0.002,0.002,0.002,0.003,0.002,0.003,0.002,0.003,0.003,0.002
605,05-19,0.002,0.002,0.002,0.001,0.003,0.002,0.002,0.003,0.002,0.002,0.002,0.003,0.002,0.002,0.002,0.002,0.002,0.002
606,05-18,0.002,0.003,0.002,0.002,0.003,0.002,0.002,0.004,0.002,0.002,0.002,0.003,0.002,0.002,0.002,0.002,0.002,0.002
607,05-17,0.002,0.003,0.002,0.003,0.003,0.002,0.002,0.004,0.002,0.002,0.002,0.003,0.002,0.002,0.002,0.003,0.003,0.002
608,05-16,0.003,0.003,0.003,0.003,0.004,0.003,0.002,0.005,0.003,0.002,0.002,0.003,0.002,0.003,0.003,0.003,0.003,0.002
609,05-22,0.002,0.003,0.003,0.002,0.003,0.002,0.002,0.003,0.002,0.002,0.002,0.003,0.002,0.003,0.002,0.002,0.002,0.002
610,05-21,0.002,0.003,0.003,0.002,0.003,0.002,0.002,0.004,0.002,0.002,0.002,0.002,0.002,0.003,0.002,0.002,0.003,0.002
611,05-20,0.002,0.003,0.002,0.001,0.003,0.002,0.002,0.003,0.002,0.002,0.002,0.003,0.002,0.003,0.002,0.003,0.003,0.002
612,05-19,0.002,0.002,0.002,0.001,0.003,0.002,0.002,0.003,0.002,0.002,0.002,0.003,0.002,0.002,0.002,0.002,0.002,0.002
613,05-18,0.002,0.003,0.002,0.002,0.003,0.002,0.002,0.004,0.002,0.002,0.002,0.003,0.002,0.002,0.002,0.002,0.002,0.002
614,05-17,0.002,0.003,0.002,0.003,0.003,0.002,0.002,0.004,0.002,0.002,0.002,0.003,0.002,0.002,0.002,0.003,0.003,0.002
615,05-16,0.003,0.003,0.003,0.003,0.004,0.003,0.002,0.005,0.003,0.002,0.002,0.003,0.002,0.003,0.003,0.003,0.003,0.002
616,05-22,0.002,0.003,0.003,0.002,0.003,0.002,0.002,0.003,0.002,0.002,0.002,0.003,0.002,0.003,0.002,0.002,0.002,0.002
617,05-21,0.002,0.003,0.003,0.002,0.003,0.002,0.002,0.004,0.002,0.002,0.002,0.002,0.002,0.003,0.002,0.002,0.003,0.002
618,05-20,0.002,0.003,0.002,0.001,0.003,0.002,0.002,0.003,0.002,0.002,0.002,0.003,0.002,0.003,0.002,0.003,0.003,0.002
619,05-19,0.002,0.002,0.002,0.001,0.003,0.002,0.002,0.003,0.002,0.002,0.002,0.003,0.002,0.002,0.002,0.002,0.002,0.002
620,05-18,0.002,0.003,0.002,0.002,0.003,0.002,0.002,0.004,0.002,0.002,0.002,0.003,0.002,0.002,0.002,0.002,0.002,0.002
621,05-17,0.002,0.003,0.002,0.003,0.003,0.002,0.002,0.004,0.002,0.002,0.002,0.003,0.002,0.002,0.002,0.003,0.003,0.002
622,05-16,0.003,0.003,0.003,0.003,0.004,0.003,0.002,0.005,0.003,0.002,0.002,0.003,0.002,0.003,0.003,0.003,0.003,0.002
623,05-22,0.002,0.003,0.003,0.002,0.003,0.002,0.002,0.003,0.002,0.002,0.002,0.003,0.002,0.003,0.002,0.002,0.002,0.002
624,05-21,0.002,0.003,0.003,0.002,0.003,0.002,0.002,0.004,0.002,0.002,0.002,0.002,0.002,0.003,0.002,0.002,0.003,0.002
625,05-20,0.002,0.003,0.002,0.001,0.003,0.002,0.002,0.003,0.002,0.002,0.002,0.003,0.002,0.003,0.002,0.003,0.003,0.002
626,05-19,0.002,0.002,0.002,0.001,0.003,0.002,0.002,0.003,0.002,0.002,0.002,0.003,0.002,0.002,0.002,0.002,0.002,0.002
627,05-18,0.002,0.003,0.002,0.002,0.003,0.002,0.002,0.004,0.002,0.002,0.002,0.003,0.002,0.002,0.002,0.002,0.002,0.002
628,05-17,0.002,0.003,0.002,0.003,0.003,0.002,0.002,0.004,0.002,0.002,0.002,0.003,0.002,0.002,0.002,0.003,0.003,0.002
629,05-16,0.003,0.003,0.003,0.003,0.004,0.003,0.002,0.005,0.003,0.002,0.002,0.003,0.002,0.003,0.003,0.003,0.003,0.002
