날짜,평균기온,최고기온,최저기온,평균운량,일강수량
2021-04-24,18.3℃,22.2℃,15.3℃,6.8,0.0mm
2021-04-25,18.2℃,24.0℃,12.6℃,1.1,0
2021-04-26,16.2℃,20.6℃,12.3℃,4.5,0
2021-04-27,15.4℃,20.0℃,12.5℃,9.4,1.7mm
2021-04-28,14.5℃,18.2℃,11.2℃,7.9,4.7mm
2021-04-29,14.6℃,20.1℃,10.9℃,7.6,3.9mm
2021-04-30,11.3℃,14.6℃,8.6℃,9.5,26.3mm
2021-05-01,10.2℃,15.3℃,8.5℃,9.4,8.0mm
2021-05-02,12.4℃,18.7℃,7.3℃,2.6,1.7mm
2021-05-03,14.1℃,20.3℃,8.4℃,3.8,0
2021-05-04,13.8℃,15.8℃,11.4℃,9.6,19.6mm
2021-05-05,13.9℃,18.4℃,10.3℃,2.6,0.1mm
2021-05-06,15.7℃,23.1℃,7.9℃,4.8,0
2021-05-07,14.4℃,17.2℃,10.7℃,3.1,8.8mm
2021-05-08,14.3℃,21.0℃,8.9℃,1.1,0
2021-05-09,15.7℃,21.8℃,10.0℃,0.3,0
2021-05-10,13.2℃,14.6℃,11.7℃,8.4,0.0mm
2021-05-11,18.5℃,25.7℃,9.4℃,6.0,0
2021-05-12,22.0℃,27.7℃,16.9℃,4.5,0
2021-05-13,22.9℃,29.6℃,16.6℃,0.0,0
2021-05-14,24.1℃,30.8℃,18.0℃,7.1,0
2021-05-15,22.1℃,26.2℃,20.8℃,9.8,15.0mm
2021-05-16,18.4℃,20.8℃,14.8℃,10.0,66.9mm
2021-05-17,15.3℃,16.7℃,14.2℃,9.0,3.1mm
2021-05-18,17.9℃,24.5℃,13.6℃,4.4,0
2021-05-19,19.9℃,26.6℃,12.4℃,2.6,0
2021-05-20,18.7℃,22.9℃,15.6℃,9.9,0.9mm
2021-05-21,16.0℃,18.2℃,14.2℃,9.5,6.9mm
2021-05-22,18.6℃,23.8℃,13.8℃,1.5,0.2mm
2021-05-23,19.5℃,25.1℃,14.3℃,6.9,0
2021-05-24,19.4℃,24.5℃,16.4℃,3.3,0
2021-05-25,15.3℃,19.3℃,11.9℃,5.3,8.3mm
2021-05-26,18.0℃,23.0℃,11.5℃,7.6,0.0mm
2021-05-27,15.8℃,18.7℃,13.9℃,6.5,8.9mm
2021-05-28,15.3℃,19.7℃,12.4℃,8.6,12.3mm
2021-05-29,15.4℃,19.1℃,12.8℃,5.1,0.3mm
2021-05-30,18.4℃,26.3℃,10.8℃,3.9,18.1mm
2021-05-31,19.9℃,23.8℃,16.5℃,7.4,4.0mm
2021-06-01,20.2℃,23.9℃,15.9℃,8.1,3.2mm
2021-06-02,23.2℃,29.7℃,16.6℃,3.4,0
2021-06-03,19.1℃,22.7℃,14.6℃,9.6,18.1mm
2021-06-04,18.5℃,23.6℃,13.3℃,2.6,0
2021-06-05,20.8℃,25.7℃,17.0℃,3.0,0
2021-06-06,23.0℃,28.2℃,18.4℃,3.8,0
2021-06-07,21.1℃,24.0℃,19.4℃,7.8,0.0mm
2021-06-08,23.6℃,29.5℃,18.8℃,5.4,0.1mm
2021-06-09,25.8℃,31.6℃,19.5℃,3.4,0
2021-06-10,24.9℃,29.8℃,20.5℃,8.5,6.1mm
2021-06-11,21.5℃,24.4℃,19.9℃,6.4,4.6mm
2021-06-12,24.2℃,30.2℃,18.2℃,5.0,0
2021-06-13,24.8℃,29.7℃,20.9℃,3.5,0
2021-06-14,24.8℃,30.2℃,18.9℃,6.8,0
2021-06-15,22.5℃,25.3℃,21.5℃,7.0,1.9mm
2021-06-16,24.3℃,28.9℃,20.3℃,2.5,0
2021-06-17,21.9℃,25.0℃,19.6℃,9.4,0.0mm
2021-06-18,20.0℃,21.4℃,19.0℃,9.8,6.3mm
2021-06-19,22.3℃,27.4℃,17.5℃,4.1,0
2021-06-20,22.9℃,29.0℃,17.6℃,3.1,0
2021-06-21,23.6℃,28.5℃,19.2℃,3.3,0
2021-06-22,22.8℃,28.6℃,19.7℃,6.8,0.0mm
2021-06-23,22.4℃,27.9℃,18.8℃,4.4,7.5mm
2021-06-24,23.0℃,28.0℃,18.5℃,3.0,0
2021-06-25,24.1℃,29.5℃,19.5℃,4.0,0
2021-06-26,22.8℃,26.7℃,19.9℃,7.3,4.5mm
2021-06-27,24.5℃,30.8℃,19.8℃,5.4,38.2mm
2021-06-28,23.7℃,29.2℃,21.0℃,8.1,0.1mm
2021-06-29,23.9℃,28.4℃,21.3℃,6.5,8.0mm
2021-06-30,24.3℃,28.8℃,21.0℃,6.1,6.0mm
2021-07-01,26.3℃,31.0℃,21.4℃,2.3,0
2021-07-02,27.1℃,31.8℃,23.6℃,5.8,0
2021-07-03,22.6℃,25.7℃,19.6℃,8.5,60.0mm
2021-07-04,21.4℃,23.1℃,19.8℃,9.9,21.4mm
2021-07-05,23.3℃,26.9℃,20.1℃,8.9,0
2021-07-06,25.3℃,30.1℃,21.0℃,7.0,0
2021-07-07,26.4℃,29.1℃,23.9℃,9.4,12.7mm
2021-07-08,26.0℃,29.8℃,23.8℃,7.1,2.9mm
2021-07-09,25.5℃,29.2℃,23.6℃,6.5,0.0mm
2021-07-10,25.9℃,29.2℃,23.1℃,7.4,0.5mm
2021-07-11,25.7℃,27.5℃,24.1℃,7.8,0.4mm
2021-07-12,28.1℃,32.5℃,23.8℃,6.6,0
2021-07-13,28.8℃,31.5℃,26.3℃,6.8,0
2021-07-14,29.7℃,33.5℃,26.1℃,7.0,0
2021-07-15,29.1℃,34.5℃,25.9℃,5.1,0.0mm
2021-07-16,28.8℃,35.2℃,24.2℃,3.5,0
2021-07-17,29.1℃,32.8℃,24.7℃,4.8,0.0mm
2021-07-18,29.6℃,34.1℃,25.7℃,5.6,0
2021-07-19,26.4℃,30.5℃,24.0℃,6.9,67.4mm
2021-07-20,27.9℃,31.8℃,23.6℃,7.6,0.0mm
2021-07-21,30.5℃,35.3℃,25.3℃,3.5,0
2021-07-22,31.2℃,35.9℃,26.5℃,4.0,0
2021-07-23,31.2℃,35.8℃,27.2℃,2.3,0
2021-07-24,31.7℃,36.5℃,26.9℃,3.0,0
2021-07-25,31.5℃,35.9℃,27.2℃,4.9,0
2021-07-26,31.2℃,35.4℃,27.4℃,1.6,0
2021-07-27,31.1℃,35.7℃,27.8℃,3.9,0
2021-07-28,30.4℃,34.7℃,27.1℃,3.8,0.0mm
2021-07-29,29.6℃,33.3℃,27.0℃,6.8,0
2021-07-30,30.5℃,35.4℃,25.8℃,6.5,0
2021-07-31,29.8℃,34.3℃,26.8℃,6.9,3.0mm
2021-08-01,27.1℃,28.8℃,25.1℃,9.8,21.0mm
2021-08-02,26.5℃,28.6℃,25.0℃,9.0,1.7mm
2021-08-03,28.0℃,31.4℃,24.1℃,6.1,0.0mm
2021-08-04,28.9℃,33.2℃,26.3℃,5.9,0
2021-08-05,29.4℃,33.7℃,25.6℃,4.6,0
2021-08-06,28.1℃,32.2℃,26.0℃,7.4,0
2021-08-07,28.0℃,32.3℃,23.4℃,3.3,0
2021-08-08,26.8℃,32.1℃,24.4℃,8.1,12.7mm
2021-08-09,28.3℃,33.6℃,23.3℃,5.6,0
2021-08-10,27.7℃,32.2℃,24.3℃,4.5,0
2021-08-11,27.4℃,31.6℃,24.1℃,5.8,0.0mm
2021-08-12,26.8℃,31.7℃,24.0℃,5.9,0.0mm
2021-08-13,26.6℃,30.1℃,23.4℃,8.0,0
2021-08-14,26.1℃,30.5℃,23.4℃,6.5,0
2021-08-15,26.9℃,32.4℃,21.7℃,1.8,0
2021-08-16,27.3℃,32.8℃,22.5℃,3.8,0.0mm
2021-08-17,25.9℃,31.3℃,21.9℃,5.5,9.3mm
2021-08-18,24.3℃,31.0℃,20.6℃,5.3,5.6mm
2021-08-19,26.0℃,31.5℃,21.0℃,4.0,0
2021-08-20,26.6℃,30.7℃,22.6℃,6.9,0.0mm
2021-08-21,23.8℃,25.5℃,21.0℃,8.8,62.8mm
2021-08-22,24.4℃,27.0℃,22.4℃,8.6,0.0mm
2021-08-23,22.4℃,24.0℃,21.0℃,9.5,7.4mm
2021-08-24,23.4℃,26.4℃,21.1℃,10.0,10.5mm
2021-08-25,25.0℃,27.3℃,23.5℃,8.4,0.3mm
2021-08-26,25.5℃,27.9℃,22.9℃,8.1,0.7mm
2021-08-27,22.4℃,25.5℃,20.4℃,9.1,0.9mm
2021-08-28,23.6℃,28.2℃,19.7℃,8.4,0
2021-08-29,23.7℃,26.3℃,21.9℃,8.6,0.9mm
2021-08-30,24.2℃,27.7℃,21.2℃,8.3,0.0mm
2021-08-31,20.5℃,23.1℃,18.1℃,9.9,77.4mm
2021-09-01,21.4℃,23.9℃,18.5℃,9.3,0.8mm
2021-09-02,23.5℃,26.7℃,20.7℃,8.3,0
2021-09-03,24.3℃,29.2℃,20.6℃,1.9,0
2021-09-04,23.2℃,28.6℃,18.5℃,4.4,0
2021-09-05,23.1℃,27.3℃,19.4℃,5.8,0
2021-09-06,22.3℃,26.4℃,18.0℃,8.9,12.0mm
2021-09-07,19.6℃,20.9℃,17.6℃,10.0,29.6mm
2021-09-08,22.2℃,26.9℃,19.0℃,4.5,1.6mm
2021-09-09,23.5℃,29.1℃,19.1℃,6.5,0
2021-09-10,23.6℃,28.9℃,19.5℃,3.9,0
2021-09-11,24.0℃,29.4℃,19.9℃,2.0,0
2021-09-12,24.2℃,29.8℃,19.2℃,1.9,0
2021-09-13,24.8℃,30.3℃,20.8℃,6.9,0
2021-09-14,24.6℃,29.5℃,20.0℃,2.4,0
2021-09-15,23.6℃,28.9℃,19.5℃,0.6,0
2021-09-16,22.9℃,27.3℃,18.0℃,5.1,0
2021-09-17,23.5℃,28.2℃,20.5℃,3.8,0
2021-09-18,23.9℃,29.8℃,18.9℃,2.3,0
2021-09-19,23.7℃,27.8℃,20.8℃,6.3,0
2021-09-20,23.7℃,28.4℃,19.0℃,5.9,0
2021-09-21,22.0℃,26.2℃,17.4℃,8.0,68.1mm
2021-09-22,20.2℃,24.3℃,16.8℃,4.1,4.5mm
2021-09-23,20.9℃,25.9℃,16.9℃,3.4,0
2021-09-24,21.8℃,26.9℃,16.7℃,1.5,0
2021-09-25,21.2℃,23.1℃,18.7℃,8.6,0
2021-09-26,22.6℃,27.3℃,18.4℃,6.8,0
2021-09-27,21.6℃,25.0℃,18.7℃,8.3,0.0mm
2021-09-28,21.5℃,24.4℃,19.6℃,9.8,1.3mm
2021-09-29,20.2℃,21.4℃,17.8℃,7.6,13.1mm
2021-09-30,20.3℃,25.9℃,16.0℃,2.0,0
2021-10-01,21.1℃,27.5℃,16.9℃,2.9,13.3mm
2021-10-02,20.7℃,26.6℃,16.4℃,4.0,0
2021-10-03,22.3℃,28.8℃,17.1℃,2.0,0
2021-10-04,22.9℃,25.6℃,19.2℃,9.5,3.6mm
2021-10-05,23.6℃,26.5℃,21.7℃,8.1,0.0mm
2021-10-06,18.8℃,21.7℃,17.9℃,9.0,6.4mm
2021-10-07,19.4℃,21.9℃,17.9℃,9.4,4.6mm
2021-10-08,18.8℃,20.0℃,17.5℃,9.5,3.5mm
2021-10-09,20.9℃,24.1℃,18.5℃,6.8,0.4mm
2021-10-10,19.9℃,24.3℃,14.9℃,9.8,14.2mm
2021-10-11,15.2℃,17.8℃,12.6℃,8.3,0.3mm
2021-10-12,17.9℃,21.3℃,15.8℃,6.9,0
2021-10-13,19.6℃,25.2℃,14.9℃,2.1,0
2021-10-14,19.7℃,23.9℃,17.4℃,5.8,0
2021-10-15,19.0℃,21.4℃,17.0℃,9.6,0.0mm
2021-10-16,10.7℃,18.1℃,4.2℃,6.1,0.0mm
2021-10-17,5.6℃,10.8℃,1.3℃,0.0,0
2021-10-18,9.6℃,16.1℃,2.8℃,6.6,5.6mm
2021-10-19,10.9℃,15.0℃,7.1℃,4.0,4.4mm
2021-10-20,9.5℃,15.8℃,4.6℃,0.3,0
2021-10-21,9.8℃,16.2℃,4.9℃,3.3,0
2021-10-22,10.8℃,17.2℃,5.2℃,0.8,0
2021-10-23,11.4℃,18.4℃,5.7℃,0.3,0
2021-10-24,11.4℃,18.1℃,6.0℃,0.3,0
2021-10-25,11.7℃,17.6℃,6.3℃,0.8,0
2021-10-26,13.0℃,19.0℃,7.7℃,3.6,0
2021-10-27,13.4℃,18.1℃,9.8℃,2.5,0.0mm
2021-10-28,12.7℃,20.0℃,7.1℃,0.0,0
2021-10-29,14.6℃,20.6℃,10.5℃,4.6,0
2021-10-30,13.8℃,18.0℃,11.0℃,6.1,0
2021-10-31,14.1℃,20.3℃,9.2℃,3.8,0.7mm
2021-11-01,12.9℃,16.9℃,10.3℃,3.0,0
2021-11-02,11.5℃,16.9℃,7.9℃,4.0,0
2021-11-03,12.1℃,17.1℃,7.6℃,3.0,0
2021-11-04,12.1℃,16.3℃,8.4℃,2.4,0.0mm
2021-11-05,13.0℃,20.2℃,7.8℃,0.6,0
2021-11-06,14.1℃,21.3℃,8.8℃,1.3,0
2021-11-07,15.3℃,21.3℃,9.7℃,7.0,0
2021-11-08,8.6℃,15.5℃,4.5℃,9.9,25.7mm
2021-11-09,4.9℃,6.5℃,3.0℃,8.1,2.0mm
2021-11-10,4.2℃,7.7℃,0.7℃,7.4,0.3mm
2021-11-11,5.3℃,9.7℃,2.1℃,3.0,0.0mm
2021-11-12,4.5℃,8.6℃,1.3℃,1.3,0
2021-11-13,7.3℃,13.4℃,0.5℃,4.5,0
2021-11-14,11.3℃,16.4℃,7.8℃,3.4,0
2021-11-15,10.1℃,15.7℃,5.8℃,3.6,0
2021-11-16,8.5℃,13.6℃,4.4℃,0.0,0
2021-11-17,7.5℃,12.5℃,2.7℃,3.5,0
2021-11-18,11.9℃,16.2℃,7.7℃,7.5,0.0mm
2021-11-19,12.9℃,16.7℃,10.2℃,6.5,0
2021-11-20,10.4℃,15.6℃,6.8℃,3.3,0
2021-11-21,10.4℃,13.1℃,7.6℃,8.9,5.9mm
2021-11-22,2.7℃,7.5℃,-0.6℃,3.3,1.3mm
2021-11-23,-0.6℃,2.3℃,-3.7℃,2.9,0
2021-11-24,4.1℃,9.1℃,-2.6℃,3.9,0.0mm
2021-11-25,5.7℃,9.9℃,2.6℃,1.9,0
2021-11-26,2.9℃,7.2℃,-0.5℃,1.4,0.0mm
2021-11-27,3.4℃,10.1℃,-1.4℃,0.0,0
2021-11-28,5.1℃,12.4℃,-1.3℃,4.0,0
2021-11-29,7.6℃,13.7℃,2.5℃,7.0,0
2021-11-30,5.7℃,8.9℃,0.7℃,9.0,27.2mm
2021-12-01,-1.3℃,1.5℃,-3.0℃,0.6,0
2021-12-02,1.3℃,5.0℃,-4.6℃,4.5,0.1mm
2021-12-03,1.9℃,4.6℃,-1.8℃,1.4,0.4mm
2021-12-04,1.4℃,7.0℃,-2.7℃,1.0,0
2021-12-05,2.9℃,9.6℃,-2.3℃,0.0,0
2021-12-06,5.4℃,12.1℃,-0.7℃,4.1,0
2021-12-07,6.8℃,13.3℃,2.6℃,0.0,0
2021-12-08,6.7℃,13.3℃,1.9℃,1.6,0
2021-12-09,6.5℃,9.7℃,2.7℃,6.9,0
2021-12-10,7.0℃,8.2℃,5.8℃,8.1,0.7mm
2021-12-11,6.0℃,9.8℃,4.4℃,8.1,0
2021-12-12,1.2℃,5.1℃,-3.8℃,2.5,0
2021-12-13,-2.2℃,1.9℃,-5.9℃,2.1,0
2021-12-14,3.7℃,8.2℃,-0.7℃,9.0,1.2mm
2021-12-15,7.2℃,10.0℃,5.4℃,7.3,2.1mm
2021-12-16,6.4℃,9.8℃,3.3℃,7.1,0.0mm
2021-12-17,-5.6℃,3.2℃,-10.1℃,1.4,0
2021-12-18,-5.7℃,-1.8℃,-11.2℃,4.1,2.8mm
2021-12-19,-0.8℃,4.2℃,-5.8℃,0.6,0.2mm
2021-12-20,5.2℃,11.1℃,-0.9℃,4.6,0.0mm
2021-12-21,5.2℃,8.9℃,0.8℃,1.4,0
2021-12-22,2.2℃,8.2℃,-2.6℃,0.0,0
2021-12-23,2.7℃,8.3℃,-1.5℃,2.8,0
2021-12-24,-0.3℃,3.2℃,-7.3℃,6.1,0.2mm
2021-12-25,-11.7℃,-7.3℃,-14.4℃,0.0,0
2021-12-26,-12.1℃,-7.3℃,-15.5℃,0.0,0
2021-12-27,-7.6℃,-3.9℃,-12.9℃,3.1,0.0mm
2021-12-28,-4.1℃,-0.9℃,-8.5℃,4.1,0
2021-12-29,0.4℃,5.9℃,-3.8℃,5.1,0.2mm
2021-12-30,-3.9℃,0.2℃,-6.8℃,2.0,0.0mm
2021-12-31,-6.7℃,-3.9℃,-8.8℃,0.0,0
2022-01-01,-4.3℃,2.3℃,-10.2℃,1.4,0
2022-01-02,-1.3℃,3.0℃,-5.2℃,4.1,0.3mm
2022-01-03,-1.9℃,2.5℃,-8.0℃,4.9,0.0mm
2022-01-04,-2.5℃,1.0℃,-5.6℃,0.0,0.0mm
2022-01-05,-2.8℃,1.9℃,-7.8℃,7.3,0
2022-01-06,-2.2℃,3.3℃,-5.9℃,0.0,0
2022-01-07,-1.6℃,4.5℃,-5.9℃,0.0,0
2022-01-08,0.3℃,3.7℃,-5.0℃,5.9,0.0mm
2022-01-09,1.3℃,5.6℃,-1.2℃,3.1,0
2022-01-10,0.5℃,4.4℃,-3.4℃,7.0,0.9mm
2022-01-11,-7.4℃,0.3℃,-10.3℃,0.4,0.2mm
2022-01-12,-7.7℃,-3.4℃,-11.3℃,2.8,0
2022-01-13,-6.4℃,-3.1℃,-8.9℃,2.3,0
2022-01-14,-4.8℃,1.3℃,-10.1℃,2.6,0
2022-01-15,-1.0℃,1.8℃,-5.3℃,8.5,0.0mm
2022-01-16,-2.0℃,2.4℃,-7.2℃,1.6,0.0mm
2022-01-17,-5.8℃,0.1℃,-9.2℃,2.5,0.5mm
2022-01-18,-5.6℃,-0.7℃,-9.9℃,0.3,0
2022-01-19,-5.3℃,-2.7℃,-7.7℃,5.1,1.7mm
2022-01-20,-5.0℃,0.9℃,-9.8℃,0.0,0
2022-01-21,-2.7℃,4.6℃,-8.7℃,0.0,0
2022-01-22,0.3℃,7.1℃,-5.0℃,5.9,0
2022-01-23,2.0℃,6.7℃,-0.6℃,4.8,0
2022-01-24,4.6℃,8.4℃,1.3℃,4.9,0
2022-01-25,2.8℃,4.5℃,1.9℃,9.4,0.7mm
2022-01-26,1.3℃,6.8℃,-1.9℃,2.4,0
2022-01-27,-1.1℃,4.0℃,-4.6℃,2.1,0
2022-01-28,-2.7℃,2.1℃,-5.9℃,2.0,0
2022-01-29,-3.6℃,0.9℃,-7.2℃,0.8,0
2022-01-30,-2.8℃,2.4℃,-8.0℃,0.6,0
2022-01-31,-0.7℃,4.8℃,-6.8℃,3.3,1.2mm
2022-02-01,-1.3℃,0.9℃,-2.7℃,6.6,1.7mm
2022-02-02,-3.4℃,0.0℃,-6.0℃,3.5,0
2022-02-03,-3.4℃,0.4℃,-6.9℃,1.5,0
2022-02-04,-5.2℃,-0.7℃,-8.2℃,1.9,0.0mm
2022-02-05,-6.6℃,-2.0℃,-9.7℃,0.9,0
2022-02-06,-3.9℃,1.7℃,-8.4℃,1.0,0
2022-02-07,-2.5℃,1.9℃,-7.3℃,6.1,0
2022-02-08,-0.1℃,5.6℃,-4.1℃,1.5,0
2022-02-09,1.0℃,7.2℃,-4.3℃,5.5,0
2022-02-10,1.4℃,6.7℃,-3.2℃,1.6,0
2022-02-11,2.9℃,8.8℃,-2.6℃,2.6,0
2022-02-12,4.8℃,10.4℃,-0.1℃,3.5,0
2022-02-13,4.8℃,9.5℃,1.6℃,5.3,0
2022-02-14,2.5℃,8.1℃,-1.3℃,6.6,1.7mm
2022-02-15,-4.7℃,-1.3℃,-7.7℃,5.6,0.0mm
2022-02-16,-7.3℃,-4.1℃,-9.6℃,0.9,0.0mm
2022-02-17,-6.2℃,-0.5℃,-10.7℃,0.0,0
2022-02-18,-1.2℃,5.7℃,-8.0℃,3.9,0
2022-02-19,-1.7℃,3.7℃,-6.2℃,6.5,0.1mm
2022-02-20,-4.8℃,-0.5℃,-8.4℃,0.1,0
2022-02-21,-3.0℃,3.6℃,-8.1℃,2.5,0.1mm
2022-02-22,-4.5℃,0.5℃,-8.0℃,1.0,0
2022-02-23,-5.6℃,-0.6℃,-10.0℃,0.0,0
2022-02-24,-2.4℃,3.7℃,-8.5℃,0.0,0
2022-02-25,3.0℃,8.4℃,-3.6℃,3.8,0
2022-02-26,5.4℃,9.3℃,1.0℃,8.0,1.1mm
2022-02-27,3.7℃,9.1℃,-1.6℃,0.0,0
2022-02-28,6.8℃,11.5℃,2.7℃,8.0,0
2022-03-01,5.8℃,9.7℃,0.3℃,6.1,2.3mm
2022-03-02,3.5℃,8.8℃,-2.3℃,1.0,0
2022-03-03,5.8℃,12.4℃,0.9℃,0.0,0
2022-03-04,6.9℃,14.6℃,0.6℃,5.1,0
2022-03-05,2.3℃,6.7℃,-0.7℃,0.1,0
2022-03-06,1.4℃,6.8℃,-3.0℃,1.3,0
2022-03-07,2.8℃,8.7℃,-2.7℃,6.1,0
2022-03-08,6.0℃,12.3℃,1.1℃,4.9,0
2022-03-09,7.1℃,14.8℃,1.7℃,2.3,0
2022-03-10,9.3℃,15.8℃,4.2℃,6.6,0
2022-03-11,11.2℃,18.4℃,5.1℃,5.3,0
2022-03-12,12.8℃,19.5℃,6.3℃,5.8,2.6mm
2022-03-13,11.7℃,12.6℃,10.7℃,9.4,42.1mm
2022-03-14,8.2℃,13.2℃,4.9℃,6.4,8.7mm
2022-03-15,7.2℃,13.3℃,2.3℃,3.8,0
2022-03-16,10.3℃,16.8℃,3.6℃,3.8,0
2022-03-17,10.7℃,15.1℃,7.8℃,10.0,1.2mm
2022-03-18,7.5℃,9.6℃,5.5℃,9.1,0.0mm
2022-03-19,3.4℃,6.1℃,0.9℃,8.9,14.6mm
2022-03-20,5.4℃,9.3℃,2.2℃,5.1,0.0mm
2022-03-21,5.0℃,10.9℃,-0.3℃,7.5,0
2022-03-22,7.1℃,13.6℃,1.1℃,2.5,0
2022-03-23,6.2℃,8.2℃,4.9℃,9.0,0
2022-03-24,8.2℃,12.4℃,3.9℃,8.4,0
2022-03-25,12.0℃,17.2℃,6.3℃,7.9,10.9mm
2022-03-26,11.8℃,14.7℃,9.5℃,8.3,19.8mm
2022-03-27,8.1℃,12.6℃,5.0℃,0.3,0
2022-03-28,8.2℃,15.1℃,1.5℃,0.5,0
2022-03-29,9.7℃,15.6℃,3.3℃,1.4,0
2022-03-30,10.8℃,15.7℃,5.9℃,7.0,0.4mm
2022-03-31,10.9℃,14.7℃,7.6℃,7.0,0
2022-04-01,9.2℃,14.9℃,4.5℃,1.1,0
2022-04-02,8.2℃,14.2℃,3.7℃,0.5,0
2022-04-03,9.6℃,17.0℃,3.5℃,0.0,0
2022-04-04,10.3℃,16.4℃,5.1℃,0.0,0
2022-04-05,10.3℃,15.8℃,4.9℃,6.1,0
2022-04-06,11.7℃,17.0℃,8.0℃,6.4,0
2022-04-07,10.9℃,15.7℃,7.4℃,2.4,0
2022-04-08,12.9℃,20.0℃,5.1℃,0.0,0
2022-04-09,17.8℃,24.2℃,12.4℃,2.4,0.5mm
2022-04-10,18.2℃,25.1℃,12.7℃,1.5,0
2022-04-11,19.6℃,26.6℃,13.4℃,2.8,0
2022-04-12,19.3℃,26.4℃,15.9℃,8.6,0.5mm
2022-04-13,13.1℃,15.9℃,12.0℃,10.0,1.3mm
2022-04-14,13.2℃,15.3℃,11.4℃,9.3,0
2022-04-15,13.3℃,19.3℃,7.5℃,1.0,0
2022-04-16,13.2℃,20.2℃,7.1℃,0.3,0
2022-04-17,14.0℃,21.9℃,7.2℃,2.6,0
2022-04-18,15.2℃,21.6℃,11.4℃,4.8,0
2022-04-19,15.2℃,22.1℃,8.9℃,0.0,0
2022-04-20,15.7℃,22.1℃,9.7℃,0.0,0
2022-04-21,16.3℃,22.7℃,9.6℃,5.3,0
2022-04-22,15.0℃,16.8℃,13.2℃,8.5,0
2022-04-23,17.7℃,25.3℃,10.4℃,6.0,0
2022-04-24,18.5℃,24.5℃,15.0℃,6.4,0.3mm
2022-04-25,20.0℃,23.6℃,17.0℃,10.0,1.3mm
2022-04-26,21.9℃,28.7℃,17.0℃,5.0,1.0mm
2022-04-27,17.7℃,23.9℃,12.6℃,0.4,0
2022-04-28,18.2℃,25.9℃,11.6℃,5.8,0.0mm
2022-04-29,13.4℃,16.5℃,10.7℃,8.8,15.5mm
2022-04-30,13.0℃,17.8℃,10.5℃,8.0,0
2022-05-01,13.4℃,19.2℃,7.9℃,1.3,0
2022-05-02,14.2℃,19.4℃,9.1℃,2.0,0
2022-05-03,14.8℃,20.8℃,9.1℃,1.0,0
2022-05-04,17.8℃,25.2℃,10.0℃,0.0,0
2022-05-05,18.9℃,25.8℃,12.5℃,0.5,0
2022-05-06,19.6℃,25.6℃,13.7℃,5.3,0
2022-05-07,18.4℃,23.1℃,15.3℃,8.6,0.5mm
2022-05-08,15.3℃,18.2℃,11.7℃,9.1,2.0mm
2022-05-09,17.9℃,25.3℃,11.0℃,3.1,0
2022-05-10,19.9℃,26.3℃,13.6℃,7.3,0.0mm
2022-05-11,19.7℃,25.2℃,16.6℃,6.9,0.0mm
2022-05-12,20.9℃,28.1℃,14.1℃,3.9,0
2022-05-13,19.4℃,25.2℃,15.0℃,5.9,0
2022-05-14,15.7℃,20.0℃,11.9℃,4.4,0
2022-05-15,16.2℃,22.4℃,10.5℃,2.0,0
2022-05-16,17.3℃,23.7℃,10.9℃,0.5,0
2022-05-17,20.0℃,27.4℃,13.0℃,0.3,0
2022-05-18,20.0℃,25.4℃,15.7℃,4.3,1.5mm
2022-05-19,19.9℃,24.2℃,16.1℃,4.9,0
2022-05-20,20.6℃,25.8℃,15.6℃,5.0,0
2022-05-21,20.1℃,26.0℃,16.1℃,3.6,0
2022-05-22,20.3℃,25.8℃,15.7℃,3.8,0
2022-05-23,23.0℃,30.7℃,17.8℃,3.0,0
2022-05-24,22.9℃,30.2℃,16.7℃,3.4,0
2022-05-25,21.0℃,26.7℃,16.7℃,6.5,3.5mm
2022-05-26,18.7℃,23.5℃,14.1℃,4.5,0.0mm
2022-05-27,20.0℃,25.6℃,16.0℃,2.4,0.0mm
2022-05-28,22.3℃,29.3℃,15.0℃,2.1,0
2022-05-29,23.1℃,29.7℃,19.3℃,6.0,0
2022-05-30,20.8℃,24.7℃,17.2℃,7.9,0.0mm
2022-05-31,20.7℃,27.2℃,14.2℃,1.4,0
2022-06-01,22.1℃,28.6℃,16.2℃,0.6,0
2022-06-02,21.5℃,26.9℃,17.1℃,3.9,0
2022-06-03,24.5℃,32.6℃,18.7℃,4.1,0
2022-06-04,25.6℃,29.7℃,20.3℃,7.0,0
2022-06-05,22.7℃,27.0℃,20.2℃,9.1,0.0mm
2022-06-06,19.7℃,24.5℃,16.7℃,6.9,4.3mm
2022-06-07,20.6℃,25.1℃,15.1℃,6.4,0.0mm
2022-06-08,21.2℃,25.8℃,16.2℃,6.4,0
2022-06-09,20.9℃,24.5℃,18.5℃,5.5,2.6mm
2022-06-10,20.9℃,26.6℃,17.2℃,5.6,1.2mm
2022-06-11,24.6℃,32.7℃,17.7℃,3.4,0
2022-06-12,24.6℃,31.5℃,18.9℃,5.8,0
2022-06-13,23.6℃,29.2℃,19.6℃,7.5,18.0mm
2022-06-14,21.5℃,27.1℃,17.7℃,7.8,0.0mm
2022-06-15,17.5℃,20.1℃,14.9℃,9.8,18.5mm
2022-06-16,20.3℃,24.8℃,17.6℃,5.6,0.7mm
2022-06-17,22.5℃,28.1℃,16.5℃,5.8,0
2022-06-18,23.3℃,25.1℃,22.0℃,7.6,0.0mm
2022-06-19,23.4℃,25.1℃,22.3℃,8.6,0
